bc3be8e0335b5be0f7fbf5f19e8bf386|+|u010|id:ma=114490,radix,t:end=150,technoise,vol=134||modarchive/radix/breakbeat_17.mod|mod|breakbeat.17
7adeb6ffd7feb982fb47582ee6602c2f|+|u03u|id:ma=117915,radix,vol=245||modarchive/radix/captured_dreams_2.mod|mod|Captured Dreams.2
18a1a84aae727e804c639c4a3c9f488c|+|n020|id:ma=148454,radix,vol=194||modarchive/radix/cascade.xm|xm|cascade
48b86282b380ea6fb231331875602a83|+|u02u|id:ma=119518,radix,vol=396||modarchive/radix/check_yer_feet.mod|mod|check yer feet
229e559e51e31249641bc445288cdbe5|+|::::|dup,id:ma=148455,radix,vol=392||modarchive/radix/check_yer_feet.xm|xm|check yer feet
31dcee67f7f855fdcfe0f1c353f694e4|+|0010|id:ma=120288,radix,vol=307||modarchive/radix/chip_experience.mod|mod|chip experience
c97c3bf00715f4c45a655123bc9c9912|+|n030|id:ma=117380,radix,vol=224||modarchive/radix/clairvoyance.mod|mod|clairvoyance
22cf1901fdcf06f6fed4e709f687cc15|+|_0__|id:ma=119861,radix,vol=240||modarchive/radix/convulsion_to_obey.mod|mod|convulsion to obey
f57b133c9ed3c12822ce113f143a3c25|+|_0__|id:ma=115119,radix,t:end=190,vol=153||modarchive/radix/cosmix.mod|mod|cosmix
dd8575e3bef1603f48ecbbe6a5c3ef6b|+|_0__|id:ma=148457,radix,t:end=122,vol=188||modarchive/radix/daytripper.xm|xm|Daytripper
71e34706de54aaa6ff4215faced63436|+|_0__|id:ma=117265,radix,vol=325||modarchive/radix/defecation.mod|mod|defecation
ede1bb1ec67dc2ecb6e212b16f1fdfdf|+|::::|dup,id:ma=117232,radix,vol=316||modarchive/radix/defecation_5.mod|mod|defecation5
299281c6ded66970b8209a47a4979ca1|+|_0__|id:ma=119190,radix,vol=137||modarchive/radix/distant_voice.mod|mod|distant voice <==--
0fa2b485645ffe828a127333241e913d|+|_0__|id:ma=119191,radix,vol=253||modarchive/radix/distant_voices.mod|mod|distant voices
70a0a00004e5fbcfb5dc4d2fd00fc223|+|_0__|id:ma=117687,radix,vol=240||modarchive/radix/family_ties.mod|mod|family ties
920efdb54a6b2a4cf9e6337f785d33a0|+|_0__|id:ma=118568,radix,t:end=312,vol=367||modarchive/radix/fireice.mod|mod|fire&ice
c1c7ce8ca41348fb343c2faefd954b9c|+|_0__|id:ma=118567,radix,vol=365||modarchive/radix/fireice_2.mod|mod|fire&ice 2
908fd7057f01d2b3c5d785134ef43781|+|_0__|id:ma=120891,radix,vol=251||modarchive/radix/flair.mod|mod|flair
956bad959c5cfc08c85e0636da5f9cd9|+|::::|dup,id:ma=148459,radix,vol=290||modarchive/radix/friendchip.xm|xm|friendchip
722368b8650fdacc9f3e22e5580462eb|+|_0__|id:ma=120498,radix,vol=353||modarchive/radix/galactik_maggots.mod|mod|galactik maggots
4d3ccccb74d325cfe06788114c78292a|+|_0__|id:ma=115107,radix,vol=375||modarchive/radix/gemini_6.mod|mod|gemini 6
418f4933a62b98226eb7de496de6df10|+|_0__|id:ma=116605,radix,vol=32||modarchive/radix/give_u_up.mod|mod|give u up
abee981c3079d23e4fa720b9f1dd3eeb|+|_0__|id:ma=117629,radix,t:end=227,vol=234||modarchive/radix/globetrotter_blues.mod|mod|globetrotter blues
3a6eb7a642349b3124611e747d4719ee|+|_0__|id:ma=148491,radix,vol=75||modarchive/radix/gone_fishing.xm|xm|gone fishing
1531c14a95d9000db74c34d92c3b7c08|+|_0__|id:ma=148460,radix,vol=273||modarchive/radix/gummibears.xm|xm|gummibears
8f61c87e619f3932fbcfc6fd1d1be5b6|+|::::|dup,id:ma=148461,radix,vol=209||modarchive/radix/hammastahna.xm|xm|hammastahna
a0a4a10cb2535f781c898ac34cc730b8|+|_0__|id:ma=117101,radix,vol=209||modarchive/radix/happier_sundays.mod|mod|happier sundays
9b19a440f76e142ca9eb749a864bddc6|+|_0__|id:ma=115925,radix,vol=424||modarchive/radix/hazel.mod|mod|hazel
f2b5236843430b037982f76305ea830f|+|_0__|id:ma=117542,radix,vol=423||modarchive/radix/hazel_cut.mod|mod|hazel
9debb15a2c381c8d68398c558d91cbf1|+|_0__|id:ma=120053,radix,vol=270||modarchive/radix/helt_cp.mod|mod|helt cp
7c837dfba10ebd7b194a40868d815adb|+|_0__|id:ma=115786,radix,t:end=208,vol=151||modarchive/radix/hi-velocity_1.mod|mod|hi-velocity.1
3a0353020d5578303cade13f085a897c|+|_0__|id:ma=148462,radix,vol=254||modarchive/radix/high_hunt.xm|xm|high hunt
c95fc82304c2f2bd5219f713d7af7195|+|_0__|id:ma=118290,radix,vol=164||modarchive/radix/humanized_2.mod|mod|humanized 2
37074e3771e584d60f4e5a8a4a2ef17c|+|_0__|id:ma=45747,radix,vol=333||modarchive/radix/inkrib.mod|mod|ink ribbon
dd6195a31b60dd172f8ef27802a0bb0c|+|_0__|id:ma=148467,radix,vol=175||modarchive/radix/j_dowell_son.xm|xm|J. Dowell & Son
826395eb70ef59a078185d78acfcc715|+|_0__|id:ma=118775,radix,t:end=273,vol=253||modarchive/radix/lost_star.mod|mod|loststar
8cd0573c30dda94ba7e9b839972fa1a4|+|_0__|id:ma=119558,radix,vol=207||modarchive/radix/manic_funk_1.mod|mod|manic funk.1
9e30f3c20ef214a659a4f2c2adcdbf1c|+|_0__|id:ma=148468,radix,t:end=201,vol=289||modarchive/radix/marsian_girl.xm|xm|Marsian Girl
47a119d6616575ef0dd58c92a2ebd2ba|+|_0__|id:ma=148464,radix,vol=232||modarchive/radix/mia_i.xm|xm|mia&i
5bf79d2b2f3e4f543fcd23eac1036fc8|+|_0__|id:ma=117995,radix,t:end=117,vol=217||modarchive/radix/milk.mod|mod|milk
ce6a034ace925acd2b06449006018999|+|_0__|id:ma=148469,radix,vol=166||modarchive/radix/moon_of_my_own.xm|xm|moon of my own
3d79c0dd75425454b18f27541e3ab63c|+|_0__|id:ma=117271,radix,t:end=263,vol=383||modarchive/radix/nightfall_v2_0.mod|mod|nightfall v2.0
55caffb75a151c2c14d662370487d08f|+|_0__|id:ma=115250,radix,vol=209||modarchive/radix/noooooooooooooooooo.mod|mod|noooooooooooooooooo
d56173b5f8454466cc9b5483b35d32ad|+|_0__|id:ma=148471,radix,vol=127||modarchive/radix/pedigree_pal.xm|xm|pedigree pal
0f0d10233d40a8c537193b0ddffcaf9f|+|_0__|id:ma=115760,radix,vol=272||modarchive/radix/pineapple.mod|mod|pineapple
0bc70faef01cbe155c18d342d73ae311|+|_0__|id:ma=148486,radix,vol=91||modarchive/radix/planet_love.xm|xm|planet love
c8228f6f0b12044c5127a70a59fe6fa4|+|_0__|id:ma=148473,radix,vol=254||modarchive/radix/pork_soda.xm|xm|Pork Soda
739ce516ebb039e6864dfa0a15e85a28|+|_0__|id:ma=116005,radix,vol=281||modarchive/radix/pustule.mod|mod|pustule.1
3c4e3f1df6197dc91a227d56c1382513|+|_0__|id:ma=118163,radix,vol=266||modarchive/radix/radix2.mod|mod|radix2
34cb2b3e7409c72b02b3043afd7c8141|+|_0__|id:ma=118240,radix,vol=243||modarchive/radix/radix_extra_bjelle2.mod|mod|radix extra bjelle2
cf94ba0327912ef6cee955626e232e15|+|_0__|id:ma=120822,radix,vol=373||modarchive/radix/remedy_invitation.mod|mod|remedy invitation
7ab39b1bc746981222e0b933fd49c7a1|+|_0__|id:ma=118173,radix,vol=301||modarchive/radix/rising_storm.mod|mod|rising storm
ff27b80eebe16b6a51310393aeb71fc3|+|_0__|id:ma=148474,radix,vol=247||modarchive/radix/rivendell.xm|xm|rivendell
5562b2b4358cff7beaa1c8c252f37f69|+|_0__|id:ma=114534,radix,vol=263||modarchive/radix/rymdfunk_short2.mod|mod|rymdfunk.short2
56d3100488d378f91408070cd84f04d9|+|_0__|id:ma=148475,radix,vol=316||modarchive/radix/sarsippius_ark.xm|xm|sarsippius' ark
6648ff39c683d6acddfe933a48abf90a|+|_0__|id:ma=148476,radix,t:end=99,vol=417||modarchive/radix/saucers.xm|xm|saucers
35e832564de8eb59ec89445038c1b264|+|_0__|id:ma=148487,radix,vol=366||modarchive/radix/shapes.xm|xm|shapes
936d558dba56b7fb16584e772a91d6b2|+|n011|id:ma=118439,juic=1.6,radix,vol=282||modarchive/radix/space-spasms.mod|mod|space-spasms
599a4dff8dd24db7dfb18db503359c6c|+|_0__|id:ma=116302,radix,vol=195||modarchive/radix/spaceblinded.mod|mod|spaceblinded
197421d4360fa32a8e685820b7c11ca6|+|_0__|id:ma=116307,radix,vol=276||modarchive/radix/spaceflowers_part_1.mod|mod|spaceflowers part#1
ec1d6455cd3a68db4fabeb0959effe72|+|_0__|id:ma=117524,radix,t:end=267,vol=419||modarchive/radix/sunrise_part2.mod|mod|sunrise (part2)
f4008af62cf09031942d90f57a620b3e|+|_0__|id:ma=118412,radix,vol=363||modarchive/radix/superchip.mod|mod|superchip
f6cb0fddcee9ca038e057afa2e290460|+|_0__|id:ma=148478,radix,vol=366||modarchive/radix/superchip.xm|xm|superchip
a45cd88da725cbd84dccfa68df1f73dd|+|_0__|id:ma=118411,radix,vol=333||modarchive/radix/superchip_2.mod|mod|superchip #2
0a1e4deba79dec4f675626724f1a42f8|+|_0__|id:ma=148477,radix,vol=352||modarchive/radix/superchip_2.xm|xm|superchip #2
1d2b0dfb709f2ba23c641b8d73b74ade|+|_0__|id:ma=115935,radix,vol=365||modarchive/radix/techno_2.mod|mod|techno2
cefd795e57553e1452f0a2bb90116582|+|_0__|id:ma=115298,radix,vol=416||modarchive/radix/texas_ranger2.mod|mod|texas ranger2
29d0c1966c3a420942a104edbca8c527|+|_0__|id:ma=148485,radix,vol=396||modarchive/radix/texas_ranger_3.xm|xm|texas ranger 3
3f015a93427df6f61b0bbcd70c9eb776|+|_0__|id:ma=148479,radix,vol=157||modarchive/radix/the_transformers.xm|xm|the transformers
089c77bad7d9a3b61e2e3cdca42d3925|+|_0__|id:ma=117300,radix,vol=340||modarchive/radix/toxic_rain.mod|mod|toxic rain
adb767d809f8f864a168b35f22a1c392|+|_0__|id:ma=67563,radix,t:end=77,vol=394||modarchive/radix/radix-tpolmgirl.xm|xm|tpolmgirl
bbc343b961c7e0e5fee4df8da9ad2d0f|+|_0__|id:ma=148481,radix,vol=120||modarchive/radix/trainspotting.xm|xm|trainspotting
38ee36c769c8d205ce23adbb9d6ff215|+|_0__|id:ma=114581,radix,vol=314||modarchive/radix/wasted_worlds.mod|mod|wasted worlds
84161ff0e4bd1f9747883b3457952b21|+|_0__|id:ma=119249,radix,vol=325||modarchive/radix/weird_chip.mod|mod|wierd chip
3c3616155e58621f21c8ba3953bf68e6|+|_0__|id:ma=148488,radix,vol=201||modarchive/radix/yellow_but_kool.xm|xm|. yellow but kool
64e7c5e0738e88434367b30872b63b75|+|_0__|id:ma=148483,radix,vol=77||modarchive/radix/yendi.xm|xm|yendi
6b369a90f7fd81adef20c748d4dc1be4|+|m022|c512wfav,clarity=.4,gem=.7,id:ma=67560,radix,vol=134||modarchive/radix/radix-yoghurt_factory.xm|xm|yoghurt factory
ea506827867dce2d8cbf32cccb2bb05a|+|m021|gem,id:ma=46568,radix,vol=362||modarchive/radix/judo.xm|xm|judo grooves
0a795fe8dc785a56a298c2513141587d|+|m021|id:ma=36474,radix,vol=268||modarchive/radix/beyond_.mod|mod|beyond
5942590b337030df9eb8039b24a0e173|+|1021|cosm=.4,id:ma=53201,radix,vol=187||modarchive/radix/mushrooc.mod|mod|mushroom colored
2bceebead94d314f9084c884db47ead6|+|2112|gem=2.5,id:ma=53421,radix,summer=.5,vol=177||modarchive/radix/paul.mod|mod|paul the penguin
86598ecdf9ebba5db89c340f52f1ac71|+|0011|grove,id:ma=116047,radix,vol=193||modarchive/radix/bridget_hall.mod|mod|bridget hall
f7c1ac76f56424a4e2b956e70ab2b6ae|+|21m2|gem,id:ma=38799,radix,summer=.5,vol=105|bright-eyes|modarchive/radix/bright_e.xm|xm|bright eyes
57bbb97cd3cddb4f1b58ff36227e9551|+|u030|d:v,id:ma=148463,radix,vol=338||modarchive/radix/i_realize_compo_edit.xm|xm|i realize
0da89f50e4908dda3c54c7e677146d0e|+|n020|id:ma=114971,radix,t:end=122,vol=432||modarchive/radix/tilbury_fair.mod|mod|tilbury fair
04318458581491be90cc0c7e51e2b1a7|+|n010|d:v,drozerix,id:ma=209692,t:end=218,vol=136||modarchive/drozerix/drozerix_-_silicon_dancer.mod|mod|Silicon Dancer
d76e39d43c05203b0a6d41f13431cb44|+|n010|drozerix,id:ma=209624,vol=235||modarchive/drozerix/drozerix_-_perfect_pale.it|it|Perfect Pale
4ecbc5458a4b6afd22feb5c0cf7ebeec|+|0000|drozerix,id:ma=209551,vol=15||modarchive/drozerix/drozerix_-_assembly!.xm|xm|Assembly!
25ae0f98e95c5888f0a2a75938e29efa|+|2012|drozerix,gem,id:ma=207854,vol=94||modarchive/drozerix/drozerix_-_keygen_wraith.xm|xm|Keygen Wraith
67e01aec71c6a8a16ccb21f9f9213cae|+|1002|drozerix,gem,id:ma=205731,vol=117||modarchive/drozerix/drozerix_-_my_dearest.xm|xm|My Dearest
3d1f60c882865fe23bedae8b13fa7204|+|n010|drozerix,id:ma=201039,vol=218||modarchive/drozerix/drozerix_-_stardust_jam.mod|mod|Stardust Jam
713e410290bd5c75b6a8ca0cd9cd0ffd|+|2020|drozerix,id:ma=200847,vol=160||modarchive/drozerix/drozerix_-_ai_renaissance.mod|mod|AI Renaissance
e9e3b98cce8f6c655bd565c137e5da77|+|0010|drozerix,id:ma=200310,vol=-7||modarchive/drozerix/drozerix_-_fluxchip.xm|xm|Fluxchip
9a16a94538470818d27699a19379a82f|+|1001|drozerix,id:ma=200041,vol=321||modarchive/drozerix/drozerix_-_bakin_blueberry_pie.xm|xm|Bakin' Blueberry Pie
246035c0e9632c484ca73070ac4e044f|+|0020|drozerix,id:ma=199968,t:end=56,vol=203||modarchive/drozerix/drozerix_-_alone.xm|xm|Alone
7275ded3df56101fdd96e1d62fa1805c|+|n020|drozerix,id:ma=197917,t:end=241,vol=275||modarchive/drozerix/drozerix_-_the_hawks_claw.mod|mod|The Hawk's Claw
785d5c4c265926d77d0160b3f9700a2b|+|1010|drozerix,flight,id:ma=197296,vol=191||modarchive/drozerix/drozerix_-_may_is_4_her.mod|mod|May is 4 Her
d1e1acef4a54af310ade1160cd733890|+|n050|drozerix,id:ma=196372,vol=282||modarchive/drozerix/drozerix_-_sleepy_snow.xm|xm|Sleepy Snow
9f3c8f12ec17b01d7268e1618b4e8f06|+|10m1|drozerix,id:ma=196371,vol=109||modarchive/drozerix/drozerix_-_forgone_inamorata.xm|xm|Forgone Inamorata
e6b3ba7081a3e1dbaaa27a73c82e0f67|+|001u|drozerix,id:ma=192354,vol=4||modarchive/drozerix/drozerix_-_cyber_spider.xm|xm|Cyber Spider
8fc991ce86aba3b5119ed11aaacbb877|+|u030|drozerix,id:ma=192352,vol=533||modarchive/drozerix/drozerix_-_this_is_how_we_do_it.xm|xm|This is how we do it
59e9784bec28b2d9a1e6ee8e7db4925b|+|100u|drozerix,id:ma=192270,vol=28||modarchive/drozerix/drozerix_-_what_did_they_do_to_you.xm|xm|What Did They Do 2U?
25bdfdf6b437a41c76b35ac56deef360|+|n01s|drozerix,id:ma=192001,vol=280||modarchive/drozerix/drozerix_-_soht_-_conquest!.mod|mod|Conquest!
db2cea3626867e44a0bdcfa1c45fffae|+|m03s|drozerix,id:ma=192000,vol=267||modarchive/drozerix/drozerix_-_soht_-_of_swords_and_glory.mod|mod|Of Swords & Glory
99c2fbafa852c9b0aaca078c01927e76|+|n020|drozerix,id:ma=191999,vol=264||modarchive/drozerix/drozerix_-_soht_-_voyage.mod|mod|Voyage
2ae229644d065e7086966ae8eed8c52c|+|n011|drozerix,id:ma=191998,vol=258||modarchive/drozerix/drozerix_-_soht_-_the_high_ground.mod|mod|14-The High Ground
1b27279ada962d0e9526bde414ede6e8|+|1011|drozerix,id:ma=191997,vol=250||modarchive/drozerix/drozerix_-_soht_-_slayers_of_high_toro.mod|mod|Slayers of High Toro
bad56295b4ed3f50963437a9ecd0a763|+|1011|drozerix,flight=.4,id:ma=191437,vol=104||modarchive/drozerix/drozerix_-_peachy_chip.xm|xm|Peachy Chip
1e4586f96d23187d2d4322ab3d92d121|+|1011|drozerix,gem,id:ma=190186,vol=85||modarchive/drozerix/drozerix_-_master_select.xm|xm|Master Select
06aa155e641ac78634951587dfcde30c|+|1011|drozerix,flight=.4,id:ma=190185,vol=106||modarchive/drozerix/drozerix_-_war_path.xm|xm|War Path
4861bc70c49362ddf264a3a6dc0253a8|+|10m2|drozerix,id:ma=189433,vol=-6||modarchive/drozerix/drozerix_-_chica-pop!.xm|xm|Chica-pop!
d575069a9ec5b90c0c6675f357087a07|+|1011|drozerix,gem,id:ma=185456,vol=98||modarchive/drozerix/drozerix_-_building_energy.xm|xm|Building Energy
a96a8ac78fa49d5e806306b9f804190f|+|10m1|drozerix,id:ma=185337,vol=26||modarchive/drozerix/drozerix_-_playful_girl.xm|xm|Playful Girl
36427e4672b1ca7a7047ef7c17aab896|+|0001|drozerix,gem,id:ma=185091,vol=140||modarchive/drozerix/drozerix_sexxy_bit.xm|xm|sexxy_bit
8dbfb1a7fae45794e13775769efabbe3|+|0021|drozerix,id:ma=183837,vol=35||modarchive/drozerix/drozerix_-_leisurely_voice.xm|xm|Leisurely Voice
6e8306d6c451188265880279c170bdb9|+|10m1|drozerix,id:ma=180821,village=.5,vol=47||modarchive/drozerix/drozerix_-_digital_rendezvous.xm|xm|Digital Rendezvous
1613a27c819396c6d4e74b426c21a36a|+|1001|drozerix,gem=.5,id:ma=179581,vol=6||modarchive/drozerix/drozerix_-_crush.xm|xm|Crush
